,BrandName,Details,Sizes,MRP,SellPrice,Discount,Category
22082,skechers,textile lace up strapless womens casual shoes - white,"Size:6,8,10",5299,3179,40% off,Footwear-Women
22083,w,polyurethane buckle womens formal wear sandals - black,"Size:36,37,38,39,40,42",1799,1079,40% off,Footwear-Women
22084,skechers,mesh lace up womens casual sneakers - charcoal,"Size:6,7,8",5999,3599,40% off,Footwear-Women
22085,inc.5,synthetic open back womens heels - gold,"Size:4,5,6,7,9",2190,1490,32% off,Footwear-Women
22086,skechers,synthetic slip on strapless womens casual shoes - red,"Size:6,7,8,9",3299,1649,50% off,Footwear-Women
22087,puma,textile low boot laces unisex sports shoes - black,Size:11,1698,8999,No Discount,Footwear-Women
22088,doubleu,eva slip on womens casual flats - natural,"Size:36,37,38,39,40,41",1698,1119,No Discount,Footwear-Women
22089,inc.5,synthetic womens casual wear sandals - grey,Size:37,2690,1345,50% off,Footwear-Women
22090,modare,fabric slipon womens casual slides - blue,"Size:36,37,38,39,40,41",1698,2799,No Discount,Footwear-Women
22091,skechers,knit slip on womens sports shoes - mauve,"Size:6,7,8,9",1698,5799,No Discount,Footwear-Women
22092,modare,fabric slipon womens casual slides - natural,"Size:36,37,38,39,40,41",1698,2799,No Discount,Footwear-Women
22093,lemon & pepper,pu slip on womens casual wear wedges - navy,"Size:36,37,38,39,40",3299,2639,20% off,Footwear-Women
22094,puma,rs-fast red go for leather lace up unisex casual shoes - blue,"Size:7,8,9,10,11",1698,9999,No Discount,Footwear-Women
22095,guess,womens casual wear slipon flats - black,Size:9,2999,1499,50% off,Footwear-Women
22096,adidas,mesh lace up womens sports shoes - stone,"Size:4,5,6,7",1698,2699,No Discount,Footwear-Women
22097,monrow,polyurethane slipon womens casual sandals - black,"Size:36,37,38,39,40,41",1899,892,53% off,Footwear-Women
22098,inc.5,synthetic slip on womens party wear sandals - peach,"Size:4,5,6,7,8,9,10,11",1698,2690,No Discount,Footwear-Women
22099,inc.5,synthetic slip on womens casual wear flats - peach,"Size:5,6,7,8,9,10,11",1990,1190,40% off,Footwear-Women
22100,lemon & pepper,womens casual wear buckle closure wedges - off white,"Size:36,37,38,39,40",2999,1499,50% off,Footwear-Women
22101,estatos,pvc open toe womens party sandals - white,"Size:36,37,38,39,40,41",1799,899,50% off,Footwear-Women
22102,estatos,pu round toe womens casual wear sandals - peach,"Size:36,37,39",1199,779,35% off,Footwear-Women
22103,skechers,pu slip on womens casual slides - natural,"Size:6,7,8,9",4299,2149,50% off,Footwear-Women
22104,catwalk,womens dual-toned textured sandals - black,"Size:4,5,6,7,8",1995,1596,20% off,Footwear-Women
22105,adidas,showtheway 2.0 fabric low tops lace up unisex sport shoes - black,"Size:7,8,9,10,11",1698,4999,No Discount,Footwear-Women
22106,catwalk,womens criss cross sandals - black,"Size:5,6,7",1695,847,50% off,Footwear-Women
22107,shoetopia,synthetic womens casual flats - blue,"Size:36,37,38,39,40,41",999,499,50% off,Footwear-Women
22108,skechers,knit slip on womens sports shoes - grey,"Size:6,7,8,9,10",5499,4124,25% off,Footwear-Women
22109,catwalk,fabric slipon womens casual wear ballerinas - blue,"Size:4,5,6,7,8,9",3395,1697,50% off,Footwear-Women
22110,ceriz,pu slip on womens casual sandals - navy,"Size:35,36,37,38,39,40",2399,1439,40% off,Footwear-Women
22111,estatos,pu pointed toe womens casual wear ballerinas - coffee,Size:38,1099,714,35% off,Footwear-Women
22112,skechers,synthetic womens casual flip flops - white,"Size:6,7,8,9,10",1698,5499,No Discount,Footwear-Women
22113,inc.5,synthetic others womens casual flats - light blue,"Size:37,38,39,40,41",1990,995,50% off,Footwear-Women
22114,estatos,synthetic leather open toe womens party sandals - black,"Size:36,37,38,40",1599,799,50% off,Footwear-Women
22115,estatos,pu open toe womens casual sandals - peach,"Size:37,41",1499,749,50% off,Footwear-Women
22116,lemon & pepper,polyurethane slipon womens casual peep toes - maroon,"Size:36,37,38,39,40",2999,2699,10% off,Footwear-Women
22117,haute curry,pu slip on womens peep toe sandals - maroon,"Size:36,37,38,39,40,41",3299,2309,30% off,Footwear-Women
22118,tresmode,leather slip on womens occasion pump shoes - champagne,Size:36,5495,2747,50% off,Footwear-Women
22119,monrow,polyurethane slipon womens casual boots - black,"Size:36,37,38,40",3299,2012,39% off,Footwear-Women
22120,inc.5,synthetic slipon womens casual wear loafers - grey,"Size:37,38,39",2990,1495,50% off,Footwear-Women
22121,haute curry,polyurethane slipon womens casual wear ballerina - black,"Size:36,37,38,39,40,41",1698,2799,No Discount,Footwear-Women
22122,skechers,synthetic womens casual flip flops - gold,"Size:6,7,8,9,10",1698,5499,No Discount,Footwear-Women
22123,shoetopia,synthetic womens casual flats - grey,"Size:37,38,39,40,41",999,499,50% off,Footwear-Women
22124,catwalk,womens glitter platform slip ons - gold,"Size:4,5,6,7,8",2995,1996,33% off,Footwear-Women
22125,lemon & pepper,womens casual wear buckle closure heels - gunmetal,"Size:39,40",2399,1199,50% off,Footwear-Women
22126,shoetopia,synthetic womens casual sandals - cream,"Size:36,37,38,39,40,41",999,799,20% off,Footwear-Women
22127,haute curry,pu slip on womens peep toe sandals - natural,"Size:35,36,37,38,39,40,41",3799,2659,30% off,Footwear-Women
22128,inc.5,synthetic slip on womens casual flats - black,"Size:4,5,6,7,8,9,10",2490,1490,40% off,Footwear-Women
22129,shoetopia,suede womens casual sandals - black,"Size:36,37,38,39,40,41",999,699,30% off,Footwear-Women
22130,skechers,mesh lace up womens casual shoes - black,"Size:6,7,8,9,10",1698,7499,No Discount,Footwear-Women
22131,inc.5,synthetic buckle womens casual wear flats - pale peach,"Size:37,38,39,40",1990,995,50% off,Footwear-Women
22132,puma,leather low boot laces unisex sports shoes - white,"Size:7,8,9,10,11",1698,8999,No Discount,Footwear-Women
22133,inc.5,synthetic womens party wear sandals - peach,Size:37,2290,1145,50% off,Footwear-Women
22134,crocs,croslite slip on womens casual wear sandals - silver grey,Size:2,1698,3495,No Discount,Footwear-Women
22135,catwalk,womens velvet and glitter sneakers - grey,"Size:4,5,6,7,8,9",3195,1597,50% off,Footwear-Women
22136,skechers,mesh slip on womens casual shoes - navy,"Size:6,7,8,9,10",4499,3374,25% off,Footwear-Women
22137,lemon & pepper,patent slip on womens formal wear ballerinas - black,"Size:36,37,38,39,40",3499,2449,30% off,Footwear-Women
22138,shoetopia,synthetic womens casual sandals - grey,"Size:36,37,38,39,40,41",999,699,30% off,Footwear-Women
22139,catwalk,womens metal accent thong sandals - bronze,Size:9,1495,599,60% off,Footwear-Women
22140,lemon & pepper,polyurethane slipon womens casual ballerinas - grey,"Size:36,37,38,39,40",1698,2499,No Discount,Footwear-Women
22141,catwalk,womens embroidered toe loop slip ons - bronze,Size:5,2495,599,76% off,Footwear-Women
22142,catwalk,fabric slipon womens casual wear platforms - multi,"Size:4,5,6,7,8",2295,1836,20% off,Footwear-Women
22143,catwalk,leather almond shape womens casual wear sandals - tan,"Size:5,6,7",2695,2156,20% off,Footwear-Women
22144,catwalk,womens pure leather round cut-out sandals - tan,"Size:4,5,6,7,8,9",1695,847,50% off,Footwear-Women
22145,skechers,other slip on strapless womens casual shoes - taupe,"Size:6,7,8",3299,1979,40% off,Footwear-Women
22146,lemon & pepper,pu buckle womens casual wear stiletto sandals - natural,"Size:36,37,38,39,40",4999,3499,30% off,Footwear-Women
22147,crocs,croslite slip on womens casual wear flats - multi,Size:4,1698,2495,No Discount,Footwear-Women
22148,inc.5,synthetic others womens party wedges heel sandals - natural,"Size:36,37,38",2490,1245,50% off,Footwear-Women
22149,lemon & pepper,womens casual wear buckle closure heels - cream,Size:40,3499,1749,50% off,Footwear-Women
22150,inc.5,synthetic open toe womens casual wear sandals - white,"Size:4,5,6,7,8,9,10",1698,2490,No Discount,Footwear-Women
22151,adidas,textile lace up womens sports shoes - pink,"Size:4,5,7",1698,4299,No Discount,Footwear-Women
22152,estatos,velvet open toe womens casual sandals - tan,"Size:37,38,39,40,41",1399,699,50% off,Footwear-Women
22153,catwalk,womens embellished toe ring slip ons - purple,Size:4,2295,599,74% off,Footwear-Women
22154,inc.5,synthetic slipon womens casual wear flats - grey,"Size:37,38,39,40,41",2190,1095,50% off,Footwear-Women
22155,skechers,synthetic womens casual flip flops - taupe,"Size:6,7,8,9",1698,3999,No Discount,Footwear-Women
22156,catwalk,printed leather slipon womens casual flats - brown,"Size:5,6,7,8",2995,1497,50% off,Footwear-Women
22157,catwalk,synthetic slip on womens athleisure sneakers - multi,"Size:4,5,6,7,8",4095,2047,50% off,Footwear-Women
22158,inc.5,synthetic open back womens heels - tan,"Size:4,5,6,7,8,9,10",1990,1490,25% off,Footwear-Women
22159,skechers,rubber go walk 5 - psychadelic womens casual shoes - pink,"Size:6,7,8,9,10",4299,2579,40% off,Footwear-Women
22160,skechers,mesh slip on womens casual shoes - rose,"Size:6,7,8,9,10",4999,3749,25% off,Footwear-Women
22161,puma,synthetic velcro unisex floaters - red,"Size:7,8,9,10,11",1698,3499,No Discount,Footwear-Women
22162,shoetopia,synthetic womens casual sandals - peach,"Size:36,37",999,399,60% off,Footwear-Women
22163,estatos,womens casual wear buckle closure wedges - royal blue,"Size:39,40,41",1799,899,50% off,Footwear-Women
22164,catwalk,synthetic buckle womens casual wear ballerinas - black,"Size:4,5,6,7",2995,1497,50% off,Footwear-Women
22165,lemon & pepper,polyurethane slipon womens casual peep toes - navy,"Size:36,37,38,39,40",2999,2699,10% off,Footwear-Women
22166,catwalk,pu slipon womens casual wear flat sandals - brown,"Size:4,5,6,7,8",2195,1756,20% off,Footwear-Women
22167,crocs,croslite slip on womens casual wear flats - black,"Size:2,3,5,6,7",1698,3295,No Discount,Footwear-Women
22168,estatos,womens casual wear buckle closure wedges - black,Size:38,1999,1299,35% off,Footwear-Women
22169,estatos,pu open toe womens casual sandals - black,"Size:36,37,38,39,41",1599,799,50% off,Footwear-Women
22170,catwalk,synthetic buckle womens evening wear ballerinas - bronze,"Size:4,5,6,7,8,9",2495,1247,50% off,Footwear-Women
22171,inc.5,synthetic womens party wear sandals - grey,"Size:4,5,6,7,8,9,10",1698,2690,No Discount,Footwear-Women
22172,puma,future rider icons womens casual shoes - cream,"Size:3,4,5",1698,6999,No Discount,Footwear-Women
22173,inc.5,leather slip on womens casual peep toes - black,"Size:5,6,7,8,9,10,11",2190,1490,32% off,Footwear-Women
22174,clarks,synthetic leather slip on womens casual sandals - red,"Size:4,6,7,8",1698,3499,No Discount,Footwear-Women
22175,solethreads,synthetic slip on womens casual wear slides - navy,"Size:4,5,6,7,8,9",1698,599,No Discount,Footwear-Women
22176,shoetopia,synthetic womens casual sneakers - pink,"Size:37,38,39,40,41",999,699,30% off,Footwear-Women
22177,monrow,polyurethane zipper womens casual boots - brown,"Size:36,37,38,40",3499,1994,43% off,Footwear-Women
22178,ceriz,pu slip on womens casual sandals - baby pink,"Size:35,36,37,38,39",1999,1199,40% off,Footwear-Women
22179,catwalk,solid pu slipon womens casual flats - natural,"Size:4,5,6,7,8,9",2395,1119,53% off,Footwear-Women
22180,puma,smash v2 lace up unisex sneakers - blue,"Size:4,5,6",1698,3999,No Discount,Footwear-Women
22181,shoetopia,synthetic womens casual sandals - blue,"Size:36,37,38,39,40,41",999,599,40% off,Footwear-Women
22182,haute curry,womens casual wear slipon flats - gunmetal,"Size:36,37,40",1699,749,56% off,Footwear-Women
22183,inc.5,synthetic others womens casual flats - natural,"Size:37,38,39,40",1890,945,50% off,Footwear-Women
22184,haute curry,pu slip on womens peep toe sandals - blue,"Size:36,37,38,39,40,41",3299,2309,30% off,Footwear-Women
22185,puma,smash v2 leather womens sneakers - white,Size:3,1698,3499,No Discount,Footwear-Women
22186,haute curry,polyurethane slipon womens casual wear sandals - rose gold,"Size:36,37,38,39",1698,2499,No Discount,Footwear-Women
22187,catwalk,synthetic buckle womens evening wear pumps - gold,"Size:4,5,6,7,8,9",2595,2076,20% off,Footwear-Women
22188,reebok,textile lace up womens sports shoes - black,"Size:6.5,8.5,9.5",4999,2499,50% off,Footwear-Women
22189,estatos,womens casual black ballerinas - black,"Size:36,37,39,40,41",1399,699,50% off,Footwear-Women
22190,inc.5,womens casual wear slip on sandals - antique,Size:5,1590,795,50% off,Footwear-Women
22191,inc.5,synthetic slipon womens party wear flats - peach,"Size:37,38,39,40",1990,995,50% off,Footwear-Women
22192,skechers,knit slip on strapless womens casual shoes - navy,"Size:6,7,8,9",5499,3299,40% off,Footwear-Women
22193,shoetopia,synthetic womens casual sandals - grey,"Size:36,37,38,39,40,41",1995,899,55% off,Footwear-Women
22194,tresmode,pu slip on womens casual flip flops - black,"Size:37,38,39",1499,749,50% off,Footwear-Women
22195,catwalk,patent tie up womens casual wear loafers - black,"Size:4,5,6,7,8,9",2495,1247,50% off,Footwear-Women
22196,inc.5,womens casual wear slipon wedges - antique,"Size:5,6,7,8,9,10,11,12",1890,1190,37% off,Footwear-Women
22197,puma,rs-x³ twill air mesh unisex casual shoes - white,"Size:3,5,6",1698,8999,No Discount,Footwear-Women
22198,inc.5,synthetic womens casual wear sandals - green,"Size:36,37,38",2490,1245,50% off,Footwear-Women
22199,puma,leather lace up womens casual shoes - black,"Size:4,5,6,7",1698,7999,No Discount,Footwear-Women
22200,inc.5,synthetic others womens casual flats - peach,"Size:37,38,39,40",1890,945,50% off,Footwear-Women
22201,estatos,polyurethane slipon womens party wear sandals - black,"Size:39,41",1099,769,30% off,Footwear-Women
22202,skechers,mesh slip on womens casual shoes - taupe,"Size:6,7,8,9,10",4499,3374,25% off,Footwear-Women
22203,puma,ronni v3 idp synthetic velcro womens casual sandals - black,"Size:3,4,5,6,7",1698,799,No Discount,Footwear-Women
22204,inc.5,synthetic womens casual wear sandals - peach,Size:37,2290,1145,50% off,Footwear-Women
22205,lemon & pepper,polyurethane slipon womens casual ballerinas - blue,"Size:36,37,38,39,40,41",1698,2799,No Discount,Footwear-Women
22206,reebok,textile lace up womens sports shoes - black,"Size:7.5,9.5",6599,3299,50% off,Footwear-Women
22207,haute curry,polyurethane slipon womens casual wear sandals - natural,"Size:36,37,38,39,40,41",1698,2499,No Discount,Footwear-Women
22208,skechers,synthetic womens casual wear flats - black,"Size:6,7,8,9,10",3499,2099,40% off,Footwear-Women
22209,inc.5,synthetic open toe womens party wear sandals - gold,"Size:4,5,6,7,8,9,10",1698,2690,No Discount,Footwear-Women
22210,inc.5,synthetic slip on womens casual wear sandals - pale peach,"Size:4,5,6,7,8",1698,2890,No Discount,Footwear-Women
22211,inc.5,synthetic slip on womens casual wear sandals - peach,"Size:5,6,7,8,9,10",1698,2690,No Discount,Footwear-Women
22212,haute curry,womens casual wear slipon heels - black,"Size:36,37,38,39,40",2199,1099,50% off,Footwear-Women
22213,catwalk,womens pure leather t-bar thongs - tan,"Size:4,5,6,7,8,9",1895,1516,20% off,Footwear-Women
22214,skechers,pu slip on womens casual slides - brown,"Size:6,7,8,9",4299,2149,50% off,Footwear-Women
22215,solethreads,synthetic slip on womens casual wear flats - pink,"Size:4,5,6,7,8",1698,999,No Discount,Footwear-Women
22216,estatos,pu slipon womens casual bellies - black,"Size:36,37,38,39,40,41",1199,719,40% off,Footwear-Women
22217,solethreads,synthetic slip on womens casual wear flats - purple,"Size:4,5,6,7,8,9",1698,999,No Discount,Footwear-Women
22218,catwalk,pu slipon womens casual wear wedges - natural,"Size:4,5,6,7,8,9",2295,1836,20% off,Footwear-Women
22219,inc.5,synthetic slip on womens casual wear flats - natural,"Size:5,6,7,8,9,10,11",1890,1190,37% off,Footwear-Women
22220,solethreads,synthetic slip on womens casual wear flats - black,"Size:4,5,6,7,8",1698,999,No Discount,Footwear-Women
22221,new balance,synthetic mesh lace up womens sneakers - white,"Size:5,5.5,6,6.5",6499,4549,30% off,Footwear-Women
22222,catwalk,fabric slip on womens party mules - white,"Size:4,5,6,7,8,9",3095,1547,50% off,Footwear-Women
22223,shoetopia,synthetic womens casual sandals - black,"Size:36,37,38,39,40,41",1995,899,55% off,Footwear-Women
22224,catwalk,fabric buckle womens casual open toes - copper,"Size:5,6,7",2995,2396,20% off,Footwear-Women
22225,shoetopia,synthetic womens casual sandals - natural,"Size:36,37,38,39,40,41",999,599,40% off,Footwear-Women
22226,shoetopia,synthetic womens casual sandals - grey,"Size:36,37",999,399,60% off,Footwear-Women
